ibge,city,state,region,pop2019,pop2020,pop2021,isCountryside,cod_RegiaoDeSaude,name_RegiaoDeSaude,ibge_id
2802502,General Maynard/SE,SE,Nordeste,3346,3384,3421,1,28006,Nossa Senhora do Socorro,2802502
2802601,Graccho Cardoso/SE,SE,Nordeste,5818,5824,5831,1,28005,Nossa Senhora da Glória,2802601
2802700,Ilha das Flores/SE,SE,Nordeste,8520,8521,8522,1,28007,Propriá,2802700
2802809,Indiaroba/SE,SE,Nordeste,17957,18149,18337,1,28002,Estância,2802809
2802908,Itabaiana/SE,SE,Nordeste,95427,96142,96839,1,28003,Itabaiana,2802908
2803005,Itabaianinha/SE,SE,Nordeste,41928,42166,42399,1,28002,Estância,2803005
2803104,Itabi/SE,SE,Nordeste,4903,4886,4869,1,28005,Nossa Senhora da Glória,2803104
2803203,Itaporanga d'Ajuda/SE,SE,Nordeste,34356,34709,35054,1,28001,Aracaju,2803203
2803302,Japaratuba/SE,SE,Nordeste,18743,18907,19067,1,28006,Nossa Senhora do Socorro,2803302
2803401,Japoatã/SE,SE,Nordeste,13434,13429,13422,1,28007,Propriá,2803401
2803500,Lagarto/SE,SE,Nordeste,104408,105221,106015,1,28004,Lagarto,2803500
2803609,Laranjeiras/SE,SE,Nordeste,29826,30080,30327,1,28001,Aracaju,2803609
2803708,Macambira/SE,SE,Nordeste,6919,6961,7002,1,28003,Itabaiana,2803708
2803807,Malhada dos Bois/SE,SE,Nordeste,3682,3699,3715,1,28007,Propriá,2803807
2803906,Malhador/SE,SE,Nordeste,12618,12653,12689,1,28003,Itabaiana,2803906
2804003,Maruim/SE,SE,Nordeste,17213,17271,17328,1,28006,Nossa Senhora do Socorro,2804003
2804102,Moita Bonita/SE,SE,Nordeste,11335,11348,11361,1,28003,Itabaiana,2804102
2804201,Monte Alegre de Sergipe/SE,SE,Nordeste,15031,15175,15315,1,28005,Nossa Senhora da Glória,2804201
2804300,Muribeca/SE,SE,Nordeste,7625,7639,7653,1,28007,Propriá,2804300
2804409,Neópolis/SE,SE,Nordeste,18719,18703,18688,1,28007,Propriá,2804409
2804458,Nossa Senhora Aparecida/SE,SE,Nordeste,8796,8809,8822,1,28003,Itabaiana,2804458
2804508,Nossa Senhora da Glória/SE,SE,Nordeste,36924,37324,37715,1,28005,Nossa Senhora da Glória,2804508
2804607,Nossa Senhora das Dores/SE,SE,Nordeste,26629,26795,26957,1,28006,Nossa Senhora do Socorro,2804607
2804706,Nossa Senhora de Lourdes/SE,SE,Nordeste,6483,6496,6509,1,28007,Propriá,2804706
2804805,Nossa Senhora do Socorro/SE,SE,Nordeste,183628,185706,187733,0,28006,Nossa Senhora do Socorro,2804805
2804904,Pacatuba/SE,SE,Nordeste,14428,14540,14650,1,28007,Propriá,2804904
2805000,Pedra Mole/SE,SE,Nordeste,3261,3285,3309,1,28003,Itabaiana,2805000
2805109,Pedrinhas/SE,SE,Nordeste,9602,9665,9727,1,28002,Estância,2805109
2805208,Pinhão/SE,SE,Nordeste,6576,6627,6678,1,28003,Itabaiana,2805208
2805307,Pirambu/SE,SE,Nordeste,9280,9359,9436,1,28006,Nossa Senhora do Socorro,2805307
2805406,Poço Redondo/SE,SE,Nordeste,34775,35122,35461,1,28005,Nossa Senhora da Glória,2805406
2805505,Poço Verde/SE,SE,Nordeste,23728,23867,24003,1,28004,Lagarto,2805505
2805604,Porto da Folha/SE,SE,Nordeste,28596,28693,28788,1,28005,Nossa Senhora da Glória,2805604
2805703,Propriá/SE,SE,Nordeste,29626,29692,29756,1,28007,Propriá,2805703
2805802,Riachão do Dantas/SE,SE,Nordeste,19805,19809,19813,1,28004,Lagarto,2805802
2805901,Riachuelo/SE,SE,Nordeste,10213,10284,10354,1,28001,Aracaju,2805901
2806008,Ribeirópolis/SE,SE,Nordeste,18652,18773,18891,1,28003,Itabaiana,2806008
2806107,Rosário do Catete/SE,SE,Nordeste,10855,11008,11158,1,28006,Nossa Senhora do Socorro,2806107
2806206,Salgado/SE,SE,Nordeste,19998,20025,20051,1,28004,Lagarto,2806206
2806305,Santa Luzia do Itanhy/SE,SE,Nordeste,14035,14121,14205,1,28002,Estância,2806305
2806404,Santana do São Francisco/SE,SE,Nordeste,7780,7844,7906,1,28007,Propriá,2806404
2806503,Santa Rosa de Lima/SE,SE,Nordeste,3913,3923,3933,1,28001,Aracaju,2806503
2806602,Santo Amaro das Brotas/SE,SE,Nordeste,12102,12151,12200,1,28006,Nossa Senhora do Socorro,2806602
2806701,São Cristóvão/SE,SE,Nordeste,90072,91093,92090,0,28001,Aracaju,2806701
2806800,São Domingos/SE,SE,Nordeste,11137,11207,11276,1,28003,Itabaiana,2806800
2806909,São Francisco/SE,SE,Nordeste,3724,3781,3837,1,28007,Propriá,2806909
2807006,São Miguel do Aleixo/SE,SE,Nordeste,3930,3947,3964,1,28003,Itabaiana,2807006
2807105,Simão Dias/SE,SE,Nordeste,40484,40606,40724,1,28004,Lagarto,2807105
2807204,Siriri/SE,SE,Nordeste,8893,8970,9046,1,28006,Nossa Senhora do Socorro,2807204
2807303,Telha/SE,SE,Nordeste,3227,3249,3271,1,28007,Propriá,2807303
2807402,Tobias Barreto/SE,SE,Nordeste,52191,52530,52861,1,28004,Lagarto,2807402
2807501,Tomar do Geru/SE,SE,Nordeste,13536,13535,13534,1,28002,Estância,2807501
2807600,Umbaúba/SE,SE,Nordeste,25294,25550,25800,1,28002,Estância,2807600
1500107,Abaetetuba/PA,PA,Norte,157698,159080,160439,1,15011,Tocantins,1500107
1500131,Abel Figueiredo/PA,PA,Norte,7434,7486,7536,1,15003,Carajás,1500131
1500206,Acará/PA,PA,Norte,55591,55669,55744,1,15007,Metropolitana II,1500206
1500305,Afuá/PA,PA,Norte,39218,39567,39910,1,15013,Marajó I,1500305
1500347,Água Azul do Norte/PA,PA,Norte,27430,27615,27797,1,15001,Araguaia,1500347
1500404,Alenquer/PA,PA,Norte,56789,57092,57390,1,15002,Baixo Amazonas,1500404
1500503,Almeirim/PA,PA,Norte,34109,34076,34044,1,15002,Baixo Amazonas,1500503
1500602,Altamira/PA,PA,Norte,114594,115969,117320,1,15012,Xingu,1500602
1500701,Anajás/PA,PA,Norte,29277,29688,30091,1,15014,Marajó II,1500701
1500800,Ananindeua/PA,PA,Norte,530598,535547,540410,0,15006,Metropolitana I,1500800
1500859,Anapu/PA,PA,Norte,27890,28607,29312,1,15012,Xingu,1500859
1500909,Augusto Corrêa/PA,PA,Norte,45998,46471,46937,1,15009,Rio Caetés,1500909
1500958,Aurora do Pará/PA,PA,Norte,31338,31773,32200,1,15008,Metropolitana III,1500958
1501006,Aveiro/PA,PA,Norte,16388,16404,16421,1,15010,Tapajós,1501006
1501105,Bagre/PA,PA,Norte,30673,31325,31967,1,15014,Marajó II,1501105
1501204,Baião/PA,PA,Norte,47446,48459,49454,1,15011,Tocantins,1501204
1501253,Bannach/PA,PA,Norte,3286,3262,3239,1,15001,Araguaia,1501253
1501303,Barcarena/PA,PA,Norte,124680,127027,129333,1,15011,Tocantins,1501303
1501402,Belém/PA,PA,Norte,1492745,1499641,1506420,0,15006,Metropolitana I,1501402
1501451,Belterra/PA,PA,Norte,17732,17839,17944,1,15002,Baixo Amazonas,1501451
1501501,Benevides/PA,PA,Norte,62737,63768,64780,0,15006,Metropolitana I,1501501
1501576,Bom Jesus do Tocantins/PA,PA,Norte,16981,17118,17254,1,15003,Carajás,1501576
1501600,Bonito/PA,PA,Norte,16286,16530,16769,1,15009,Rio Caetés,1501600
1501709,Bragança/PA,PA,Norte,127686,128914,130122,1,15009,Rio Caetés,1501709
1501725,Brasil Novo/PA,PA,Norte,15086,14983,14883,1,15012,Xingu,1501725
1501758,Brejo Grande do Araguaia/PA,PA,Norte,7380,7368,7357,1,15003,Carajás,1501758
1501782,Breu Branco/PA,PA,Norte,66046,67332,68597,1,15004,Lago de Tucuruí,1501782
1501808,Breves/PA,PA,Norte,102701,103497,104280,1,15014,Marajó II,1501808
1501907,Bujaru/PA,PA,Norte,29132,29427,29717,1,15007,Metropolitana II,1501907
1501956,Cachoeira do Piriá/PA,PA,Norte,33900,34609,35307,1,15009,Rio Caetés,1501956
1502004,Cachoeira do Arari/PA,PA,Norte,23767,24064,24355,1,15013,Marajó I,1502004
1502103,Cametá/PA,PA,Norte,137890,139364,140814,1,15011,Tocantins,1502103
1502152,Canaã dos Carajás/PA,PA,Norte,37085,38103,39103,1,15003,Carajás,1502152
1502202,Capanema/PA,PA,Norte,69027,69431,69828,1,15009,Rio Caetés,1502202
1502301,Capitão Poço/PA,PA,Norte,54303,54425,54545,1,15008,Metropolitana III,1502301
1502400,Castanhal/PA,PA,Norte,200793,203251,205667,0,15008,Metropolitana III,1502400
1502509,Chaves/PA,PA,Norte,23717,23948,24175,1,15013,Marajó I,1502509
1502608,Colares/PA,PA,Norte,12085,12131,12175,1,15007,Metropolitana II,1502608
1502707,Conceição do Araguaia/PA,PA,Norte,47864,47991,48115,1,15001,Araguaia,1502707
1502756,Concórdia do Pará/PA,PA,Norte,33318,33781,34236,1,15007,Metropolitana II,1502756
1502764,Cumaru do Norte/PA,PA,Norte,13473,13761,14044,1,15001,Araguaia,1502764
1502772,Curionópolis/PA,PA,Norte,17929,17846,17764,1,15003,Carajás,1502772
1502806,Curralinho/PA,PA,Norte,34448,34994,35530,1,15014,Marajó II,1502806
1502855,Curuá/PA,PA,Norte,14393,14587,14776,1,15002,Baixo Amazonas,1502855
1502905,Curuçá/PA,PA,Norte,40066,40584,41093,1,15008,Metropolitana III,1502905
1502939,Dom Eliseu/PA,PA,Norte,59719,60469,61206,1,15003,Carajás,1502939
1502954,Eldorado do Carajás/PA,PA,Norte,33808,33940,34069,1,15003,Carajás,1502954
1503002,Faro/PA,PA,Norte,7194,7070,6949,1,15002,Baixo Amazonas,1503002
1503044,Floresta do Araguaia/PA,PA,Norte,20304,20525,20742,1,15001,Araguaia,1503044
1503077,Garrafão do Norte/PA,PA,Norte,26066,26111,26155,1,15008,Metropolitana III,1503077
1503093,Goianésia do Pará/PA,PA,Norte,40475,41081,41678,1,15004,Lago de Tucuruí,1503093
1503101,Gurupá/PA,PA,Norte,33376,33755,34127,1,15014,Marajó II,1503101
1503200,Igarapé-Açu/PA,PA,Norte,38807,39023,39234,1,15008,Metropolitana III,1503200
1503309,Igarapé-Miri/PA,PA,Norte,62698,63036,63367,1,15011,Tocantins,1503309
1503408,Inhangapi/PA,PA,Norte,11711,11861,12009,1,15008,Metropolitana III,1503408
1503457,Ipixuna do Pará/PA,PA,Norte,64053,65625,67170,1,15008,Metropolitana III,1503457
1503507,Irituia/PA,PA,Norte,32550,32595,32639,1,15008,Metropolitana III,1503507
1503606,Itaituba/PA,PA,Norte,101247,101395,101541,1,15010,Tapajós,1503606
1503705,Itupiranga/PA,PA,Norte,53269,53355,53439,1,15003,Carajás,1503705
1503754,Jacareacanga/PA,PA,Norte,8239,7590,6952,1,15010,Tapajós,1503754
1503804,Jacundá/PA,PA,Norte,59155,59842,60517,1,15004,Lago de Tucuruí,1503804
1503903,Juruti/PA,PA,Norte,57943,58960,59961,1,15002,Baixo Amazonas,1503903
1504000,Limoeiro do Ajuru/PA,PA,Norte,28935,29282,29623,1,15011,Tocantins,1504000
1504059,Mãe do Rio/PA,PA,Norte,30077,30235,30389,1,15008,Metropolitana III,1504059
1504109,Magalhães Barata/PA,PA,Norte,8548,8573,8598,1,15008,Metropolitana III,1504109
1504208,Marabá/PA,PA,Norte,279349,283542,287664,1,15003,Carajás,1504208
1504307,Maracanã/PA,PA,Norte,29473,29516,29559,1,15008,Metropolitana III,1504307
1504406,Marapanim/PA,PA,Norte,28336,28450,28563,1,15008,Metropolitana III,1504406
1504422,Marituba/PA,PA,Norte,131521,133685,135812,0,15006,Metropolitana I,1504422
1504455,Medicilândia/PA,PA,Norte,31597,31975,32347,1,15012,Xingu,1504455
1504505,Melgaço/PA,PA,Norte,27654,27890,28121,1,15014,Marajó II,1504505
1504604,Mocajuba/PA,PA,Norte,31136,31530,31917,1,15011,Tocantins,1504604
1504703,Moju/PA,PA,Norte,82094,83182,84251,1,15011,Tocantins,1504703
1504802,Monte Alegre/PA,PA,Norte,58032,58162,58289,1,15002,Baixo Amazonas,1504802
1504901,Muaná/PA,PA,Norte,40349,40906,41454,1,15013,Marajó I,1504901
1504950,Nova Esperança do Piriá/PA,PA,Norte,21368,21444,21519,1,15008,Metropolitana III,1504950
1504976,Nova Ipixuna/PA,PA,Norte,16678,16854,17027,1,15003,Carajás,1504976
1505007,Nova Timboteua/PA,PA,Norte,15363,15506,15646,1,15009,Rio Caetés,1505007
1505031,Novo Progresso/PA,PA,Norte,25762,25766,25769,1,15010,Tapajós,1505031
1505064,Novo Repartimento/PA,PA,Norte,75919,77214,78488,1,15004,Lago de Tucuruí,1505064
1505106,Óbidos/PA,PA,Norte,52137,52306,52473,1,15002,Baixo Amazonas,1505106
1505205,Oeiras do Pará/PA,PA,Norte,32512,32850,33182,1,15011,Tocantins,1505205
1505304,Oriximiná/PA,PA,Norte,73096,74016,74921,1,15002,Baixo Amazonas,1505304
1505403,Ourém/PA,PA,Norte,17842,17961,18079,1,15009,Rio Caetés,1505403
1505437,Ourilândia do Norte/PA,PA,Norte,32832,33335,33831,1,15001,Araguaia,1505437
1505486,Pacajá/PA,PA,Norte,47706,48414,49110,1,15012,Xingu,1505486
1505494,Palestina do Pará/PA,PA,Norte,7589,7582,7575,1,15003,Carajás,1505494
1505502,Paragominas/PA,PA,Norte,113145,114503,115838,1,15008,Metropolitana III,1505502
1505536,Parauapebas/PA,PA,Norte,208273,213576,218787,1,15003,Carajás,1505536
1505551,Pau D'Arco/PA,PA,Norte,5483,5410,5339,1,15001,Araguaia,1505551
1505601,Peixe-Boi/PA,PA,Norte,8077,8081,8084,1,15009,Rio Caetés,1505601
1505635,Piçarra/PA,PA,Norte,12981,12979,12976,1,15003,Carajás,1505635
1505650,Placas/PA,PA,Norte,30982,31659,32325,1,15002,Baixo Amazonas,1505650
1505700,Ponta de Pedras/PA,PA,Norte,31082,31549,32007,1,15013,Marajó I,1505700
1505809,Portel/PA,PA,Norte,62043,62945,63831,1,15014,Marajó II,1505809
1505908,Porto de Moz/PA,PA,Norte,41135,41801,42456,1,15012,Xingu,1505908
1506005,Prainha/PA,PA,Norte,29866,29846,29827,1,15002,Baixo Amazonas,1506005
1506104,Primavera/PA,PA,Norte,10825,10857,10889,1,15009,Rio Caetés,1506104
1506112,Quatipuru/PA,PA,Norte,13608,13702,13794,1,15009,Rio Caetés,1506112
1506138,Redenção/PA,PA,Norte,84787,85563,86326,1,15001,Araguaia,1506138
1506161,Rio Maria/PA,PA,Norte,18193,18201,18208,1,15001,Araguaia,1506161
1506187,Rondon do Pará/PA,PA,Norte,52357,52803,53242,1,15003,Carajás,1506187
1506195,Rurópolis/PA,PA,Norte,50510,51500,52473,1,15010,Tapajós,1506195
1506203,Salinópolis/PA,PA,Norte,40675,40922,41164,1,15009,Rio Caetés,1506203
1506302,Salvaterra/PA,PA,Norte,23752,24075,24392,1,15013,Marajó I,1506302
1506351,Santa Bárbara do Pará/PA,PA,Norte,21079,21449,21811,0,15006,Metropolitana I,1506351
1506401,Santa Cruz do Arari/PA,PA,Norte,10128,10314,10496,1,15013,Marajó I,1506401
1506500,Santa Izabel do Pará/PA,PA,Norte,70801,71837,72856,0,15007,Metropolitana II,1506500
1506559,Santa Luzia do Pará/PA,PA,Norte,19848,19843,19839,1,15009,Rio Caetés,1506559
1506583,Santa Maria das Barreiras/PA,PA,Norte,21449,21850,22244,1,15001,Araguaia,1506583
1506609,Santa Maria do Pará/PA,PA,Norte,24861,24995,25127,1,15008,Metropolitana III,1506609
1506708,Santana do Araguaia/PA,PA,Norte,72817,74419,75995,1,15001,Araguaia,1506708
1506807,Santarém/PA,PA,Norte,304589,306480,308339,1,15002,Baixo Amazonas,1506807
1506906,Santarém Novo/PA,PA,Norte,6709,6753,6796,1,15009,Rio Caetés,1506906
1507003,Santo Antônio do Tauá/PA,PA,Norte,31482,31918,32346,1,15007,Metropolitana II,1507003
1507102,São Caetano de Odivelas/PA,PA,Norte,18050,18129,18207,1,15007,Metropolitana II,1507102
1507151,São Domingos do Araguaia/PA,PA,Norte,25557,25753,25945,1,15003,Carajás,1507151
1507201,São Domingos do Capim/PA,PA,Norte,31989,32139,32285,1,15008,Metropolitana III,1507201
1507300,São Félix do Xingu/PA,PA,Norte,128481,132138,135732,1,15001,Araguaia,1507300
1507409,São Francisco do Pará/PA,PA,Norte,15882,15930,15978,1,15008,Metropolitana III,1507409
1507458,São Geraldo do Araguaia/PA,PA,Norte,24847,24705,24566,1,15003,Carajás,1507458
1507466,São João da Ponta/PA,PA,Norte,6139,6217,6294,1,15008,Metropolitana III,1507466
1507474,São João de Pirabas/PA,PA,Norte,23045,23244,23440,1,15009,Rio Caetés,1507474
1507508,São João do Araguaia/PA,PA,Norte,13996,14051,14105,1,15003,Carajás,1507508
1507607,São Miguel do Guamá/PA,PA,Norte,58986,59632,60268,1,15008,Metropolitana III,1507607
1507706,São Sebastião da Boa Vista/PA,PA,Norte,26640,26974,27302,1,15013,Marajó I,1507706
1507755,Sapucaia/PA,PA,Norte,5930,6009,6088,1,15001,Araguaia,1507755
1507805,Senador José Porfírio/PA,PA,Norte,11658,11480,11305,1,15012,Xingu,1507805
1507904,Soure/PA,PA,Norte,25374,25565,25752,1,15013,Marajó I,1507904
1507953,Tailândia/PA,PA,Norte,106339,108969,111554,1,15004,Lago de Tucuruí,1507953
1507961,Terra Alta/PA,PA,Norte,11720,11847,11971,1,15008,Metropolitana III,1507961
1507979,Terra Santa/PA,PA,Norte,18769,18917,19063,1,15002,Baixo Amazonas,1507979
1508001,Tomé-Açu/PA,PA,Norte,63447,64030,64604,1,15007,Metropolitana II,1508001
1508035,Tracuateua/PA,PA,Norte,30959,31257,31549,1,15009,Rio Caetés,1508035
1508050,Trairão/PA,PA,Norte,18989,19168,19344,1,15010,Tapajós,1508050
1508084,Tucumã/PA,PA,Norte,39602,40136,40661,1,15001,Araguaia,1508084
1508100,Tucuruí/PA,PA,Norte,113659,115144,116605,1,15004,Lago de Tucuruí,1508100
1508126,Ulianópolis/PA,PA,Norte,59210,60761,62286,1,15008,Metropolitana III,1508126
1508159,Uruará/PA,PA,Norte,45476,45435,45395,1,15012,Xingu,1508159
1508209,Vigia/PA,PA,Norte,53686,54172,54650,1,15007,Metropolitana II,1508209
1508308,Viseu/PA,PA,Norte,61403,61751,62093,1,15009,Rio Caetés,1508308
1508357,Vitória do Xingu/PA,PA,Norte,15134,15279,15421,1,15012,Xingu,1508357
1508407,Xinguara/PA,PA,Norte,44751,45086,45416,1,15001,Araguaia,1508407
2500106,Água Branca/PB,PB,Nordeste,10234,10306,10375,1,25011,11ª Região,2500106
2500205,Aguiar/PB,PB,Nordeste,5640,5630,5622,1,25007,7ª Região,2500205
2500304,Alagoa Grande/PB,PB,Nordeste,28496,28439,28384,1,25003,3ª Região,2500304
2500403,Alagoa Nova/PB,PB,Nordeste,20849,20921,20992,1,25003,3ª Região,2500403
2500502,Alagoinha/PB,PB,Nordeste,14489,14560,14629,1,25002,2ª Região,2500502
2500536,Alcantil/PB,PB,Nordeste,5492,5509,5527,1,25015,15ª Região,2500536
2500577,Algodão de Jandaíra/PB,PB,Nordeste,2567,2577,2588,1,25003,3ª Região,2500577
2500601,Alhandra/PB,PB,Nordeste,19588,19727,19865,0,25001,1ª Região Mata Atlântica,2500601
2500700,São João do Rio do Peixe/PB,PB,Nordeste,18034,18026,18020,1,25009,9ª Região,2500700
2500734,Amparo/PB,PB,Nordeste,2238,2251,2264,1,25005,5ª Região,2500734
2500775,Aparecida/PB,PB,Nordeste,8347,8416,8482,1,25010,10ª Região,2500775
2500809,Araçagi/PB,PB,Nordeste,16987,16921,16857,1,25002,2ª Região,2500809
2500908,Arara/PB,PB,Nordeste,13470,13542,13613,1,25003,3ª Região,2500908
2501005,Araruna/PB,PB,Nordeste,20312,20463,20610,1,25002,2ª Região,2501005
2501104,Areia/PB,PB,Nordeste,22819,22656,22493,1,25003,3ª Região,2501104
2501153,Areia de Baraúnas/PB,PB,Nordeste,2128,2116,2105,1,25006,6ª Região,2501153
2501203,Areial/PB,PB,Nordeste,6998,7027,7054,1,25003,3ª Região,2501203
2501302,Aroeiras/PB,PB,Nordeste,19153,19116,19081,1,25015,15ª Região,2501302
2501351,Assunção/PB,PB,Nordeste,3990,4029,4067,1,25016,16ª Região,2501351
2501401,Baía da Traição/PB,PB,Nordeste,8993,9096,9197,1,25014,14ª Região,2501401
2501500,Bananeiras/PB,PB,Nordeste,21318,21269,21220,1,25002,2ª Região,2501500
2501534,Baraúna/PB,PB,Nordeste,4892,4964,5033,1,25004,4ª Região,2501534
2501575,Barra de Santana/PB,PB,Nordeste,8359,8349,8338,1,25015,15ª Região,2501575
2501609,Barra de Santa Rosa/PB,PB,Nordeste,15384,15497,15607,1,25004,4ª Região,2501609
2501708,Barra de São Miguel/PB,PB,Nordeste,6036,6065,6095,1,25015,15ª Região,2501708
2501807,Bayeux/PB,PB,Nordeste,96880,97203,97519,0,25001,1ª Região Mata Atlântica,2501807
2501906,Belém/PB,PB,Nordeste,17676,17705,17733,1,25002,2ª Região,2501906
2502003,Belém do Brejo do Cruz/PB,PB,Nordeste,7342,7349,7356,1,25008,8ª Região,2502003
2502052,Bernardino Batista/PB,PB,Nordeste,3501,3536,3571,1,25009,9ª Região,2502052
2502102,Boa Ventura/PB,PB,Nordeste,5366,5307,5248,1,25007,7ª Região,2502102
2502151,Boa Vista/PB,PB,Nordeste,7051,7136,7218,1,25016,16ª Região,2502151
2502201,Bom Jesus/PB,PB,Nordeste,2561,2575,2588,1,25009,9ª Região,2502201
2502300,Bom Sucesso/PB,PB,Nordeste,4975,4956,4937,1,25008,8ª Região,2502300
2502409,Bonito de Santa Fé/PB,PB,Nordeste,11917,12022,12126,1,25009,9ª Região,2502409
2502508,Boqueirão/PB,PB,Nordeste,17804,17870,17934,1,25015,15ª Região,2502508
2502607,Igaracy/PB,PB,Nordeste,6117,6105,6092,1,25007,7ª Região,2502607
2502706,Borborema/PB,PB,Nordeste,5263,5287,5311,1,25002,2ª Região,2502706
2502805,Brejo do Cruz/PB,PB,Nordeste,14122,14206,14287,1,25008,8ª Região,2502805
2502904,Brejo dos Santos/PB,PB,Nordeste,6449,6464,6479,1,25008,8ª Região,2502904
2503001,Caaporã/PB,PB,Nordeste,21828,21955,22079,0,25001,1ª Região Mata Atlântica,2503001
2503100,Cabaceiras/PB,PB,Nordeste,5611,5661,5710,1,25015,15ª Região,2503100
2503209,Cabedelo/PB,PB,Nordeste,67736,68767,69773,0,25001,1ª Região Mata Atlântica,2503209
2503308,Cachoeira dos Índios/PB,PB,Nordeste,10244,10305,10364,1,25009,9ª Região,2503308
2503407,Cacimba de Areia/PB,PB,Nordeste,3682,3695,3708,1,25006,6ª Região,2503407
2503506,Cacimba de Dentro/PB,PB,Nordeste,17187,17178,17169,1,25002,2ª Região,2503506
2503555,Cacimbas/PB,PB,Nordeste,7173,7199,7225,1,25006,6ª Região,2503555
2503605,Caiçara/PB,PB,Nordeste,7201,7191,7182,1,25002,2ª Região,2503605
2503704,Cajazeiras/PB,PB,Nordeste,61993,62289,62576,1,25009,9ª Região,2503704
2503753,Cajazeirinhas/PB,PB,Nordeste,3193,3205,3217,1,25013,13ª Região,2503753
2503803,Caldas Brandão/PB,PB,Nordeste,6014,6046,6077,1,25012,12ª Região,2503803
2503902,Camalaú/PB,PB,Nordeste,6013,6031,6048,1,25005,5ª Região,2503902
2504009,Campina Grande/PB,PB,Nordeste,409731,411807,413830,1,25016,16ª Região,2504009
2504033,Capim/PB,PB,Nordeste,6523,6620,6715,1,25014,14ª Região,2504033
2504074,Caraúbas/PB,PB,Nordeste,4162,4185,4206,1,25005,5ª Região,2504074
2504108,Carrapateira/PB,PB,Nordeste,2659,2687,2714,1,25009,9ª Região,2504108
2504157,Casserengue/PB,PB,Nordeste,7468,7499,7530,1,25002,2ª Região,2504157
2504207,Catingueira/PB,PB,Nordeste,4932,4935,4938,1,25006,6ª Região,2504207
2504306,Catolé do Rocha/PB,PB,Nordeste,30546,30684,30819,1,25008,8ª Região,2504306
2504355,Caturité/PB,PB,Nordeste,4852,4875,4898,1,25015,15ª Região,2504355
2504405,Conceição/PB,PB,Nordeste,18982,19007,19030,1,25007,7ª Região,2504405
2504504,Condado/PB,PB,Nordeste,6654,6658,6662,1,25006,6ª Região,2504504
2504603,Conde/PB,PB,Nordeste,24670,25010,25341,0,25001,1ª Região Mata Atlântica,2504603
2504702,Congo/PB,PB,Nordeste,4786,4787,4787,1,25005,5ª Região,2504702
2504801,Coremas/PB,PB,Nordeste,15445,15441,15438,1,25007,7ª Região,2504801
2504850,Coxixola/PB,PB,Nordeste,1921,1935,1948,1,25005,5ª Região,2504850
2504900,Cruz do Espírito Santo/PB,PB,Nordeste,17319,17461,17599,0,25001,1ª Região Mata Atlântica,2504900
2505006,Cubati/PB,PB,Nordeste,7797,7832,7866,1,25004,4ª Região,2505006
2505105,Cuité/PB,PB,Nordeste,20338,20334,20331,1,25004,4ª Região,2505105
2505204,Cuitegi/PB,PB,Nordeste,6803,6775,6748,1,25002,2ª Região,2505204
2505238,Cuité de Mamanguape/PB,PB,Nordeste,6353,6356,6360,1,25014,14ª Região,2505238
2505279,Curral de Cima/PB,PB,Nordeste,5227,5218,5209,1,25014,14ª Região,2505279
2505303,Curral Velho/PB,PB,Nordeste,2516,2512,2508,1,25007,7ª Região,2505303
2505352,Damião/PB,PB,Nordeste,5330,5370,5409,1,25004,4ª Região,2505352
2505402,Desterro/PB,PB,Nordeste,8297,8315,8332,1,25006,6ª Região,2505402
2505501,Vista Serrana/PB,PB,Nordeste,3798,3824,3850,1,25006,6ª Região,2505501
2505600,Diamante/PB,PB,Nordeste,6552,6528,6506,1,25007,7ª Região,2505600
2505709,Dona Inês/PB,PB,Nordeste,10453,10413,10375,1,25002,2ª Região,2505709
2505808,Duas Estradas/PB,PB,Nordeste,3596,3582,3569,1,25002,2ª Região,2505808
2505907,Emas/PB,PB,Nordeste,3522,3539,3556,1,25006,6ª Região,2505907
2506004,Esperança/PB,PB,Nordeste,33007,33199,33386,1,25003,3ª Região,2506004
2506103,Fagundes/PB,PB,Nordeste,11253,11215,11180,1,25016,16ª Região,2506103
2506202,Frei Martinho/PB,PB,Nordeste,2989,2989,2989,1,25004,4ª Região,2506202
2506251,Gado Bravo/PB,PB,Nordeste,8316,8303,8292,1,25015,15ª Região,2506251
2506301,Guarabira/PB,PB,Nordeste,58833,59115,59389,1,25002,2ª Região,2506301
